age_width	eta	age	age_years	age_rate	rem_rate	den	den_norm
48	24.333333455	0.000130463144161774	778.666666545	2.133333333	0.0410958902054795	0.0412263533496412	0.00285918814491829	0.00303181811886285
49	24.333333455	0.000130463144161774	803	2.2	0.0410958902054795	0.0412263533496412	0.00285014008112345	0.00302222375767939
50	24.33333309	0.000130463144161774	827.333333455	2.266666667	0.0410958908219178	0.0412263539660796	0.00284112060796008	0.00301265971335167
51	24.333333455	0.000130463144161774	851.666666545	2.333333333	0.0410958902054795	0.0412263533496412	0.00283212976239734	0.00300312602508094
52	24.333333455	0.000130463144161774	876	2.4	0.0410958902054795	0.0412263533496412	0.00282316732639572	0.00299362246166306
53	24.33333309	0.000130463144161774	900.333333455	2.466666667	0.0410958908219178	0.0412263539660796	0.00281423321045357	0.00298414892819253
54	24.333333455	0.000130463144161774	924.666666545	2.533333333	0.0410958902054795	0.0412263533496412	0.00280532745119019	0.00297470546349961
55	24.333333455	0.000130463144161774	949	2.6	0.0410958902054795	0.0412263533496412	0.00279644983262952	0.0029652918385682
56	24.33333309	0.000130463144161774	973.333333455	2.666666667	0.0410958908219178	0.0412263539660796	0.00278760026611693	0.00295590795939094
57	24.333333455	0.000130463144161774	997.666666545	2.733333333	0.0410958902054795	0.0412263533496412	0.00277877878792516	0.00294655386443063
58	24.333333455	0.000130463144161774	1022	2.8	0.0410958902054795	0.0412263533496412	0.00276998518412207	0.00293722932683849
59	24.33333309	0.000130463144161774	1046.333333455	2.866666667	0.0410958908219178	0.0412263539660796	0.00276121936689204	0.00292793425349682
60	24.333333455	0.000130463144161774	1070.666666545	2.933333333	0.0410958902054795	0.0412263533496412	0.00275248137216453	0.00291866868250441
61	36.5	0.000130463144161774	1095	3	0.0273972602739726	0.0275277234181344	0.00410915463458137	0.00435725417247387
62	36.5	0.000130463144161774	1131.5	3.1	0.0273972602739726	0.0275277234181344	0.00408967996806677	0.00433660367876547
63	36.5	0.000130463144161774	1168	3.2	0.0273972602739726	0.0275277234181344	0.00407029759854986	0.00431605105469549
64	36.5	0.000130463144161774	1204.5	3.3	0.0273972602739726	0.0275277234181344	0.00405100708860413	0.00429559583642679
65	36.5	0.000130463144161774	1241	3.4	0.0273972602739726	0.0275277234181344	0.00403180800287615	0.0042752375623205
66	36.5	0.000130463144161774	1277.5	3.5	0.0273972602739726	0.0275277234181344	0.00401269990807579	0.00425497577292562
67	36.5	0.000130463144161774	1314	3.6	0.0273972602739726	0.0275277234181344	0.00399368237296642	0.00423481001096862
68	36.5	0.000130463144161774	1350.5	3.7	0.0273972602739726	0.0275277234181344	0.00397475496835521	0.00421473982134318
69	36.5	0.000130463144161774	1387	3.8	0.0273972602739726	0.0275277234181344	0.00395591726708338	0.00419476475109985
70	36.5	0.000130463144161774	1423.5	3.9	0.0273972602739726	0.0275277234181344	0.00393716884401663	0.00417488434943587
71	45.625	0.000130463144161774	1460	4	0.0219178082191781	0.0220482713633399	0.00489233998368931	0.00518772611468362
72	45.625	0.000130463144161774	1505.625	4.125	0.0219178082191781	0.0220482713633399	0.00486339122638937	0.00515702951045472
73	45.625	0.000130463144161774	1551.25	4.25	0.0219178082191781	0.0220482713633399	0.00483461376351133	0.00512651454293724
74	45.625	0.000130463144161774	1596.875	4.375	0.0219178082191781	0.0220482713633399	0.00480600658147872	0.00509618013735773
75	45.625	0.000130463144161774	1642.5	4.5	0.0219178082191781	0.0220482713633399	0.00477756867271257	0.00506602522530236
76	45.625	0.000130463144161774	1688.125	4.625	0.0219178082191781	0.0220482713633399	0.00474929903559593	0.00503604874467927
77	45.625	0.000130463144161774	1733.75	4.75	0.0219178082191781	0.0220482713633399	0.00472119667443856	0.00500624963968116
78	45.625	0.000130463144161774	1779.375	4.875	0.0219178082191781	0.0220482713633399	0.00469326059944188	0.00497662686074814
79	73	0.000130463144161774	1825	5	0.0136986301369863	0.0138290932811481	0.00743837528968147	0.00788748408118573
80	73	0.000130463144161774	1898	5.2	0.0136986301369863	0.0138290932811481	0.00736820193789202	0.00781307385400474
81	73	0.000130463144161774	1971	5.4	0.0136986301369863	0.0138290932811481	0.0072986905988553	0.00773936561009903
82	73	0.000130463144161774	2044	5.6	0.0136986301369863	0.0138290932811481	0.00722983502716799	0.00766635272698489
83	73	0.000130463144161774	2117	5.8	0.0136986301369863	0.0138290932811481	0.00716162903634565	0.00759402864465484
84	91.25	0.000130463144161774	2190	6	0.010958904109589	0.0110893672537508	0.00884671822136816	0.00938085891398539
85	91.25	0.000130463144161774	2281.25	6.25	0.010958904109589	0.0110893672537508	0.00874263918346971	0.00927049586793851
86	91.25	0.000130463144161774	2372.5	6.5	0.010958904109589	0.0110893672537508	0.00863978460484065	0.00916143121066865
87	91.25	0.000130463144161774	2463.75	6.75	0.010958904109589	0.0110893672537508	0.00853814008007782	0.00905364966701372
88	91.25	0.000130463144161774	2555	7	0.010958904109589	0.0110893672537508	0.00843769137325338	0.00894713614151944
89	91.25	0.000130463144161774	2646.25	7.25	0.010958904109589	0.0110893672537508	0.00833842441592099	0.0088418757163251
90	91.25	0.000130463144161774	2737.5	7.5	0.010958904109589	0.0110893672537508	0.00824032530514545	0.00873785364907422
91	91.25	0.000130463144161774	2828.75	7.75	0.010958904109589	0.0110893672537508	0.0081433803015555	0.00863505537084982
92	91.25	0.000130463144161774	2920	8	0.010958904109589	0.0110893672537508	0.00804757582741956	0.00853346648413394
93	91.25	0.000130463144161774	3011.25	8.25	0.010958904109589	0.0110893672537508	0.00795289846474403	0.00843307276079118
94	91.25	0.000130463144161774	3102.5	8.5	0.010958904109589	0.0110893672537508	0.0078593349533941	0.00833386014007599
95	91.25	0.000130463144161774	3193.75	8.75	0.010958904109589	0.0110893672537508	0.00776687218923653	0.00823581472666334
96	91.25	0.000130463144161774	3285	9	0.010958904109589	0.0110893672537508	0.00767549722230433	0.00813892278870259
97	91.25	0.000130463144161774	3376.25	9.25	0.010958904109589	0.0110893672537508	0.00758519725498311	0.00804317075589433
98	91.25	0.000130463144161774	3467.5	9.5	0.010958904109589	0.0110893672537508	0.0074959596402186	0.00794854521758969
99	91.25	0.000130463144161774	3558.75	9.75	0.010958904109589	0.0110893672537508	0.00740777187974544	0.00785503292091216
100	182.5	0.000130463144161774	3650	10	0.00547945205479452	0.0056099151989563	0.0144709962302004	0.0153447154734098
101	182.5	0.000130463144161774	3832.5	10.5	0.00547945205479452	0.0056099151989563	0.0141344614341492	0.014987861625191
102	182.5	0.000130463144161774	4015	11	0.00547945205479452	0.0056099151989563	0.0138057530287039	0.0146393067036749
103	182.5	0.000130463144161774	4197.5	11.5	0.00547945205479452	0.0056099151989563	0.0134846890047805	0.0142988577105662
104	182.5	0.000130463144161774	4380	12	0.00547945205479452	0.0056099151989563	0.0131710915860647	0.0139663261359019
105	182.5	0.000130463144161774	4562.5	12.5	0.00547945205479452	0.0056099151989563	0.0128647871305748	0.0136415278536716
106	182.5	0.000130463144161774	4745	13	0.00547945205479452	0.0056099151989563	0.012565606034515	0.0133242830198653
107	182.5	0.000130463144161774	4927.5	13.5	0.00547945205479452	0.0056099151989563	0.0122733826383634	0.0130144159728917
108	182.5	0.000130463144161774	5110	14	0.00547945205479452	0.0056099151989563	0.0119879551351457	0.0127117551363128
109	182.5	0.000130463144161774	5292.5	14.5	0.00547945205479452	0.0056099151989563	0.01170916548084	0.0124161329238404
110	182.5	0.000130463144161774	5475	15	0.00547945205479452	0.0056099151989563	0.011436859306867	0.0121273856465418
111	182.5	0.000130463144161774	5657.5	15.5	0.00547945205479452	0.0056099151989563	0.0111708858346142	0.0118453534222036
112	182.5	0.000130463144161774	5840	16	0.00547945205479452	0.0056099151989563	0.0109110977919488	0.0115698800868035
113	182.5	0.000130463144161774	6022.5	16.5	0.00547945205479452	0.0056099151989563	0.0106573513316709	0.0113008131080406
114	182.5	0.000130463144161774	6205	17	0.00547945205479452	0.0056099151989563	0.0104095059518646	0.0110380035008769
115	182.5	0.000130463144161774	6387.5	17.5	0.00547945205479452	0.0056099151989563	0.0101674244181003	0.0107813057450425
116	182.5	0.000130463144161774	6570	18	0.00547945205479452	0.0056099151989563	0.00993097268744682	0.0105305777044602
117	182.5	0.000130463144161774	6752.5	18.5	0.00547945205479452	0.0056099151989563	0.00970001983425038	0.0102856805485425
118	182.5	0.000130463144161774	6935	19	0.00547945205479452	0.0056099151989563	0.00947443797763991	0.0100464786753206
119	182.5	0.000130463144161774	7117.5	19.5	0.00547945205479452	0.0056099151989563	0.00925410221071805	0.00981283963635962
120	365	0.000130463144161774	7300	20	0.00273972602739726	0.00287018917155903	0.0176669224022799	0.0187336029421411
121	365	0.000130463144161774	7665	21	0.00273972602739726	0.00287018917155903	0.0168638804749035	0.0178820755356801
122	365	0.000130463144161774	8030	22	0.00273972602739726	0.00287018917155903	0.016097340453317	0.0170692539204219
123	365	0.000130463144161774	8395	23	0.00273972602739726	0.00287018917155903	0.0153656431599844	0.0162933787422209
124	365	0.000130463144161774	8760	24	0.00273972602739726	0.00287018917155903	0.0146672048345306	0.0155527706175745
125	365	0.000130463144161774	9125	25	0.00273972602739726	0.00287018917155903	0.0140005137056883	0.0148458264985939
126	365	0.000130463144161774	9490	26	0.00273972602739726	0.00287018917155903	0.0133641267190661	0.0141710162032032
127	365	0.000130463144161774	9855	27	0.00273972602739726	0.00287018917155903	0.012756666413654	0.0135268791030576
128	365	0.000130463144161774	10220	28	0.00273972602739726	0.00287018917155903	0.0121768179403061	0.0129120209620096
129	365	0.000130463144161774	10585	29	0.00273972602739726	0.00287018917155903	0.0116233262157467	0.0123251109182819
130	730	0.000130463144161774	10950	30	0.00136986301369863	0.0015003261578604	0.0212252043939723	0.0225067242855582
131	730	0.000130463144161774	11680	32	0.00136986301369863	0.0015003261578604	0.0193795344466703	0.0205496178259444
132	730	0.000130463144161774	12410	34	0.00136986301369863	0.0015003261578604	0.0176943575382642	0.0187626945367319
133	730	0.000130463144161774	13140	36	0.00136986301369863	0.0015003261578604	0.0161557177523282	0.0171311558813639
134	730	0.000130463144161774	13870	38	0.00136986301369863	0.0015003261578604	0.0147508727303866	0.0156414901525496
135	730	0.000130463144161774	14600	40	0.00136986301369863	0.0015003261578604	0.0134681881451356	0.0142813605740671
136	730	0.000130463144161774	15330	42	0.00136986301369863	0.0015003261578604	0.0122970413499064	0.0130395031328438
137	730	0.000130463144161774	16060	44	0.00136986301369863	0.0015003261578604	0.0112277334064363	0.0119056332952052
138	730	0.000130463144161774	16790	46	0.00136986301369863	0.0015003261578604	0.0102514087623984	0.0108703608347526
139	730	0.000130463144161774	17520	48	0.00136986301369863	0.0015003261578604	0.00935998191349416	0.00992511206651325
140	730	0.000130463144161774	18250	50	0.00136986301369863	0.0015003261578604	0.00854607044275554	0.00906205884333819
141	730	0.000130463144161774	18980	52	0.00136986301369863	0.0015003261578604	0.00780293388251593	0.00827405372652617
142	730	0.000130463144161774	19710	54	0.00136986301369863	0.0015003261578604	0.00712441789273193	0.00755457079378477
143	730	0.000130463144161774	20440	56	0.00136986301369863	0.0015003261578604	0.00650490329336394	0.00689765159432522
144	730	0.000130463144161774	21170	58	0.00136986301369863	0.0015003261578604	0.0059392595287236	0.00629785580351433
145	730	0.000130463144161774	21900	60	0.00136986301369863	0.0015003261578604	0.00542280217839981	0.00575021616842613
